"userid","expertise","language_skill","gender","age","country","continent"
485,"2 Music-loving nonmusician","5 Full professional proficiency","female",33,"BA","Europe"
486,"5 Semi-professional musician","4 Professional working proficiency","female",33,"MX","North America"
490,"2 Music-loving nonmusician","3 Limited working proficiency","female",30,"UA","Europe"
491,"2 Music-loving nonmusician","3 Limited working proficiency","male",27,"BR","South America"
492,"1 Nonmusician","3 Limited working proficiency","male",19,"CO","South America"
493,"1 Nonmusician","4 Professional working proficiency","female",28,"PH","Asia"
494,"2 Music-loving nonmusician","4 Professional working proficiency","female",26,"PL","Europe"
495,"1 Nonmusician","4 Professional working proficiency","female",39,"PH","Asia"
496,"1 Nonmusician","2 Elementary proficiency","male",23,"ID","Asia"
499,"1 Nonmusician","2 Elementary proficiency","male",29,"ES","Europe"
500,"2 Music-loving nonmusician","4 Professional working proficiency","male",37,"BG","Europe"
501,"1 Nonmusician","1 No proficiency","male",21,"CA","North America"
503,"3 Amateur musician","3 Limited working proficiency","male",23,"VE","South America"
504,"5 Semi-professional musician","6 Native or bilingual proficiency","male",44,"CA","North America"
505,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",30,"NZ","Oceania"
506,"2 Music-loving nonmusician","2 Elementary proficiency","male",21,"AR","South America"
507,"1 Nonmusician","4 Professional working proficiency","female",33,"GR","Europe"
508,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",47,"GB","Europe"
512,"2 Music-loving nonmusician","2 Elementary proficiency","female",23,"ES","Europe"
513,"1 Nonmusician","4 Professional working proficiency","male",23,"MX","North America"
514,"1 Nonmusician","4 Professional working proficiency","male",30,"CA","North America"
515,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",49,"CA","North America"
516,"1 Nonmusician","1 No proficiency","male",22,"PT","Europe"
517,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",57,"GB","Europe"
518,"3 Amateur musician","3 Limited working proficiency","male",40,"TR","Asia"
519,"2 Music-loving nonmusician","3 Limited working proficiency","female",26,"HU","Europe"
520,"2 Music-loving nonmusician","4 Professional working proficiency","female",31,"RO","Europe"
522,"4 Serious amateur musician","3 Limited working proficiency","male",45,"AR","South America"
523,"3 Amateur musician","3 Limited working proficiency","female",29,"IT","Europe"
525,"2 Music-loving nonmusician","2 Elementary proficiency","female",41,"VE","South America"
526,"5 Semi-professional musician","5 Full professional proficiency","male",25,"BR","South America"
527,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",,"AR","South America"
531,"2 Music-loving nonmusician","5 Full professional proficiency","male",28,"SA","Asia"
532,"1 Nonmusician","4 Professional working proficiency","female",45,"CA","North America"
534,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",,"CA","North America"
535,"2 Music-loving nonmusician","5 Full professional proficiency","female",38,"GR","Europe"
540,"2 Music-loving nonmusician","3 Limited working proficiency","male",18,"ES","Europe"
541,"2 Music-loving nonmusician","3 Limited working proficiency","male",21,"IN","Asia"
545,"1 Nonmusician","2 Elementary proficiency","male",52,"BG","Europe"
546,"2 Music-loving nonmusician","5 Full professional proficiency","female",26,"BA","Europe"
547,"2 Music-loving nonmusician","2 Elementary proficiency","male",27,"RS","Europe"
548,"2 Music-loving nonmusician","4 Professional working proficiency","male",28,"BR","South America"
549,"2 Music-loving nonmusician","3 Limited working proficiency","female",59,"NL","Europe"
550,"2 Music-loving nonmusician","2 Elementary proficiency","male",24,"VE","South America"
551,"3 Amateur musician","2 Elementary proficiency","male",43,"RU","Europe"
552,"2 Music-loving nonmusician","2 Elementary proficiency","male",50,"VE","South America"
554,"1 Nonmusician","3 Limited working proficiency","male",44,"LT","Europe"
556,"1 Nonmusician","4 Professional working proficiency","male",16,"BR","South America"
557,"1 Nonmusician","4 Professional working proficiency","male",27,"IT","Europe"
558,"1 Nonmusician","4 Professional working proficiency","male",37,"ID","Asia"
559,"3 Amateur musician","3 Limited working proficiency","male",26,"BA","Europe"
560,"4 Serious amateur musician","3 Limited working proficiency","male",29,"MA","Africa"
562,"2 Music-loving nonmusician","4 Professional working proficiency","male",21,"HR","Europe"
564,"3 Amateur musician","6 Native or bilingual proficiency","male",33,"SE","Europe"
566,"1 Nonmusician","2 Elementary proficiency","female",40,"UA","Europe"
567,"4 Serious amateur musician","6 Native or bilingual proficiency","male",32,"US","North America"
568,"1 Nonmusician","5 Full professional proficiency","male",37,"US","North America"
569,"1 Nonmusician","2 Elementary proficiency","male",26,"VE","South America"
571,"3 Amateur musician","6 Native or bilingual proficiency","male",33,"IL","Asia"
572,"2 Music-loving nonmusician","5 Full professional proficiency","male",47,"PK","Asia"
573,"2 Music-loving nonmusician","4 Professional working proficiency","female",30,"SE","Europe"
574,"2 Music-loving nonmusician","4 Professional working proficiency","male",21,"IT","Europe"
577,"6 Professional musician","4 Professional working proficiency","male",21,"EG","Africa"
578,"1 Nonmusician","1 No proficiency","female",51,"BG","Europe"
579,"3 Amateur musician","6 Native or bilingual proficiency","male",34,"US","North America"
582,"1 Nonmusician","2 Elementary proficiency","female",26,"RS","Europe"
584,"2 Music-loving nonmusician","3 Limited working proficiency","male",25,"BA","Europe"
585,"2 Music-loving nonmusician","3 Limited working proficiency","male",,"ES","Europe"
586,"3 Amateur musician","3 Limited working proficiency","female",40,"IT","Europe"
587,"2 Music-loving nonmusician","4 Professional working proficiency","male",39,"BA","Europe"
588,"1 Nonmusician","3 Limited working proficiency","male",38,"GR","Europe"
589,"1 Nonmusician","4 Professional working proficiency","male",24,"DZ","Africa"
593,"2 Music-loving nonmusician","5 Full professional proficiency","male",30,"UA","Europe"
594,"4 Serious amateur musician","5 Full professional proficiency","male",28,"TT","North America"
595,"2 Music-loving nonmusician","4 Professional working proficiency","male",43,"IT","Europe"
596,"5 Semi-professional musician","3 Limited working proficiency","male",25,"BA","Europe"
598,"3 Amateur musician","5 Full professional proficiency","male",37,"GR","Europe"
599,"3 Amateur musician","3 Limited working proficiency","female",29,"BA","Europe"
601,"1 Nonmusician","4 Professional working proficiency","male",57,"AU","Oceania"
602,"1 Nonmusician","5 Full professional proficiency","male",47,"PT","Europe"
604,"2 Music-loving nonmusician","2 Elementary proficiency","female",27,"MX","North America"
607,"2 Music-loving nonmusician","3 Limited working proficiency","male",33,"BA","Europe"
609,"2 Music-loving nonmusician","4 Professional working proficiency","female",34,"IT","Europe"
612,"3 Amateur musician","2 Elementary proficiency","male",35,"RU","Europe"
613,"4 Serious amateur musician","3 Limited working proficiency","male",49,"MA","Africa"
616,"1 Nonmusician","4 Professional working proficiency","male",25,"AE","Asia"
617,"2 Music-loving nonmusician","2 Elementary proficiency","male",23,"PL","Europe"
620,"2 Music-loving nonmusician","4 Professional working proficiency","male",41,"GB","Europe"
621,"3 Amateur musician","1 No proficiency","male",24,"BR","South America"
622,"3 Amateur musician","5 Full professional proficiency","male",34,"DE","Europe"
624,"2 Music-loving nonmusician","3 Limited working proficiency","male",45,"MK","Europe"
625,"1 Nonmusician","4 Professional working proficiency","male",22,"IN","Asia"
629,"2 Music-loving nonmusician","2 Elementary proficiency","female",44,"BG","Europe"
635,"2 Music-loving nonmusician","5 Full professional proficiency","male",57,"US","North America"
636,"1 Nonmusician","4 Professional working proficiency","female",28,"FI","Europe"
637,"2 Music-loving nonmusician","4 Professional working proficiency","female",53,"SE","Europe"
638,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",31,"IN","Asia"
639,"2 Music-loving nonmusician","2 Elementary proficiency","male",35,"BA","Europe"
641,"1 Nonmusician","1 No proficiency","male",,"UA","Europe"
642,"3 Amateur musician","5 Full professional proficiency","female",28,"US","North America"
643,"2 Music-loving nonmusician","2 Elementary proficiency","male",37,"BA","Europe"
644,"3 Amateur musician","4 Professional working proficiency","male",35,"PT","Europe"
650,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",34,"US","North America"
652,"2 Music-loving nonmusician","3 Limited working proficiency","male",27,"PL","Europe"
653,"2 Music-loving nonmusician","5 Full professional proficiency","female",25,"TR","Asia"
655,"1 Nonmusician","3 Limited working proficiency","male",29,"VE","South America"
656,"2 Music-loving nonmusician","5 Full professional proficiency","male",29,"CA","North America"
657,"2 Music-loving nonmusician","4 Professional working proficiency","male",24,"VE","South America"
659,"4 Serious amateur musician","3 Limited working proficiency","male",45,"GB","Europe"
660,"3 Amateur musician","2 Elementary proficiency","male",25,"VE","South America"
661,"1 Nonmusician","3 Limited working proficiency","male",30,"MK","Europe"
664,"1 Nonmusician","6 Native or bilingual proficiency","female",29,"CA","North America"
665,"1 Nonmusician","4 Professional working proficiency","male",20,"RS","Europe"
666,"2 Music-loving nonmusician","4 Professional working proficiency","male",23,"BR","South America"
668,"2 Music-loving nonmusician","3 Limited working proficiency","male",18,"RS","Europe"
669,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",51,"GB","Europe"
671,"1 Nonmusician","1 No proficiency","female",21,"VE","South America"
674,"2 Music-loving nonmusician","2 Elementary proficiency","male",36,"GR","Europe"
675,"1 Nonmusician","6 Native or bilingual proficiency","male",22,"VE","South America"
678,"2 Music-loving nonmusician","4 Professional working proficiency","male",23,"IN","Asia"
679,"2 Music-loving nonmusician","3 Limited working proficiency","male",24,"RS","Europe"
680,"1 Nonmusician","2 Elementary proficiency","male",23,"VN","Asia"
681,"2 Music-loving nonmusician","4 Professional working proficiency","male",55,"CA","North America"
682,"2 Music-loving nonmusician","5 Full professional proficiency","female",32,"IT","Europe"
685,"1 Nonmusician","4 Professional working proficiency","female",37,"NL","Europe"
686,"3 Amateur musician","2 Elementary proficiency","male",40,"BA","Europe"
689,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",,"GB","Europe"
691,"2 Music-loving nonmusician","3 Limited working proficiency","male",52,"IL","Asia"
692,"6 Professional musician","4 Professional working proficiency","female",31,"SV","North America"
693,"1 Nonmusician","2 Elementary proficiency","male",20,"DO","North America"
694,"1 Nonmusician","3 Limited working proficiency","male",,"IN","Asia"
695,"2 Music-loving nonmusician","3 Limited working proficiency","male",,"DZ","Africa"
697,"1 Nonmusician","4 Professional working proficiency","male",27,"PT","Europe"
700,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",57,"US","North America"
701,"2 Music-loving nonmusician","4 Professional working proficiency","male",21,"PT","Europe"
704,"2 Music-loving nonmusician","4 Professional working proficiency","male",42,"ES","Europe"
706,"1 Nonmusician","4 Professional working proficiency","male",40,"ES","Europe"
708,"3 Amateur musician","2 Elementary proficiency","female",37,"IT","Europe"
709,"2 Music-loving nonmusician","4 Professional working proficiency","male",47,"US","North America"
710,"3 Amateur musician","5 Full professional proficiency","male",23,"BR","South America"
712,"1 Nonmusician","3 Limited working proficiency","female",26,"BA","Europe"
713,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",30,"NZ","Oceania"
714,"3 Amateur musician","4 Professional working proficiency","male",28,"PT","Europe"
715,"3 Amateur musician","4 Professional working proficiency","female",30,"BR","South America"
718,"2 Music-loving nonmusician","6 Native or bilingual proficiency","female",25,"US","North America"
719,"2 Music-loving nonmusician","4 Professional working proficiency","male",40,"CO","South America"
720,"3 Amateur musician","6 Native or bilingual proficiency","male",25,"AR","South America"
721,"2 Music-loving nonmusician","1 No proficiency","male",20,"PT","Europe"
722,"2 Music-loving nonmusician","4 Professional working proficiency","female",27,"ES","Europe"
723,"5 Semi-professional musician","5 Full professional proficiency","male",21,"TR","Asia"
724,"2 Music-loving nonmusician","2 Elementary proficiency","female",,"MX","North America"
725,"2 Music-loving nonmusician","2 Elementary proficiency","male",33,"PL","Europe"
726,"2 Music-loving nonmusician","1 No proficiency","female",22,"BA","Europe"
727,"2 Music-loving nonmusician","4 Professional working proficiency","male",33,"BA","Europe"
728,"2 Music-loving nonmusician","6 Native or bilingual proficiency","male",26,"EG","Africa"
729,"2 Music-loving nonmusician","3 Limited working proficiency","male",43,"PT","Europe"
731,"2 Music-loving nonmusician","4 Professional working proficiency","female",29,"ES","Europe"
732,"2 Music-loving nonmusician","4 Professional working proficiency","female",34,"HU","Europe"
